,Unnamed: 0,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
520,"('AS14.09', datetime.date(2014, 5, 2))",1287.0,,,51.5772609518045,162218.54700589183,134.0,38.0,12609.00800000001,62255.57100000005,115860.33099999976,1621.833,256.011,135.53,2065.3610000000003,4824.12,6767.421000000003,1860.378,351.27399999999983,277.519
521,"('AS14.09', datetime.date(2014, 5, 3))",1318.0,,,51.5772609518045,162218.54700589183,134.0,38.0,12609.00800000001,62255.57100000005,115860.33099999976,1621.833,256.011,135.53,2065.3610000000003,4824.12,6767.421000000003,1860.378,351.27399999999983,277.519
522,"('AS14.09', datetime.date(2014, 5, 4))",1351.0,,,51.5772609518045,162218.54700589183,134.0,38.0,12609.00800000001,62255.57100000005,115860.33099999976,1621.833,256.011,135.53,2065.3610000000003,4824.12,6767.421000000003,1860.378,351.27399999999983,277.519
523,"('AS14.09', datetime.date(2014, 5, 5))",1363.0,,,51.5772609518045,162218.54700589183,134.0,38.0,12609.00800000001,62255.57100000005,115860.33099999976,1621.833,256.011,135.53,2065.3610000000003,4824.12,6767.421000000003,1860.378,351.27399999999983,277.519
524,"('AS14.09', datetime.date(2014, 2, 17))",0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,"('AS14.09', datetime.date(2014, 2, 18))",0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,"('AS14.09', datetime.date(2014, 2, 19))",0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,"('AS14.09', datetime.date(2014, 2, 22))",0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,"('AS14.09', datetime.date(2014, 2, 23))",0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,"('AS14.09', datetime.date(2014, 2, 24))",0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,"('AS14.09', datetime.date(2014, 2, 25))",0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,"('AS14.09', datetime.date(2014, 2, 26))",0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,"('AS14.09', datetime.date(2014, 2, 27))",0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,"('AS14.09', datetime.date(2014, 2, 28))",0.0,0.0,0.0,0.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,"('AS14.09', datetime.date(2014, 3, 2))",0.0,0.0,0.0,0.0,0.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,"('AS14.09', datetime.date(2014, 3, 4))",0.0,0.0,0.0,0.0,0.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,"('AS14.09', datetime.date(2014, 3, 5))",0.0,0.0,0.0,0.0,0.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,"('AS14.09', datetime.date(2014, 3, 6))",0.0,0.0,0.0,0.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,"('AS14.09', datetime.date(2014, 3, 7))",0.0,0.0,0.0,0.0,0.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,"('AS14.09', datetime.date(2014, 3, 9))",0.0,0.0,0.0,0.0,0.0,43.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,"('AS14.09', datetime.date(2014, 3, 10))",0.0,0.0,0.0,0.0,0.0,45.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,"('AS14.09', datetime.date(2014, 3, 12))",0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,"('AS14.09', datetime.date(2014, 3, 16))",0.0,0.0,0.0,0.0,0.0,51.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,"('AS14.09', datetime.date(2014, 3, 17))",0.0,0.0,0.0,0.0,0.0,54.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,"('AS14.09', datetime.date(2014, 3, 18))",0.0,0.0,0.0,0.0,0.0,57.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,"('AS14.09', datetime.date(2014, 3, 19))",0.0,0.0,0.0,0.0,0.0,60.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,"('AS14.09', datetime.date(2014, 3, 20))",0.0,0.0,0.0,0.0,0.0,64.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,"('AS14.09', datetime.date(2014, 3, 1))",0.0,0.0,0.0,0.0,0.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,"('AS14.09', datetime.date(2014, 3, 8))",0.0,0.0,0.0,0.0,0.0,37.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,"('AS14.12', datetime.date(2014, 3, 15))",11.0,0.0,-1.0,0.0,0.0,58.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,"('AS14.12', datetime.date(2014, 3, 27))",39.0,-2.0,3.0,1.9277769752883889,6065.7110004425085,69.0,18.0,735.7159999999999,930.649,207.387,0.0,0.0,0.0,71.905,4393.594,0.0,0.0,5.052,0.0
551,"('AS14.12', datetime.date(2014, 3, 28))",66.0,-2.0,6.0,4.620305710920572,16543.728000640876,78.0,18.0,5590.803000000005,3471.22,4068.929,0.0,0.0,0.0,149.81300000000002,7962.966999999999,0.0,0.0,19.221,0.0
552,"('AS14.12', datetime.date(2014, 3, 29))",93.0,2.0,10.0,7.646107377190851,26500.322000026707,83.0,18.0,12137.567000000005,4789.2880000000005,5069.987999999999,0.0,0.0,0.0,201.52,9129.970999999996,101.118,60.29900000000001,27.341,0.0
553,"('AS14.12', datetime.date(2014, 3, 30))",122.0,1.0,,8.796168770822614,29585.478000640876,84.0,18.0,12943.050000000008,5579.996000000002,5543.680999999999,0.0,0.0,0.0,255.189,10044.49,101.118,60.29900000000001,42.458000000000006,0.0
554,"('AS14.12', datetime.date(2014, 3, 31))",154.0,3.0,,10.537284532417456,33431.10500073434,85.0,18.0,13897.085000000005,6213.703000000001,5955.331999999999,11.04,11.03,17.189,302.746,10984.160999999998,873.5170000000002,60.29900000000001,42.458000000000006,0.0
555,"('AS14.12', datetime.date(2014, 4, 1))",186.0,5.0,,13.916296248625756,42323.713999986656,87.0,18.0,15231.473000000018,9142.532000000005,6706.623999999998,66.418,14.796,17.189,347.392,14237.597999999996,941.5960000000002,60.29900000000001,42.458000000000006,0.0
556,"('AS14.12', datetime.date(2014, 4, 2))",216.0,3.0,,17.298681480775024,55539.1620004177,90.0,18.0,16073.13500000002,11462.399000000009,7465.718999999997,194.916,14.796,414.691,425.171,16824.969999999998,967.3060000000004,60.29900000000001,42.458000000000006,0.0
557,"('AS14.12', datetime.date(2014, 4, 3))",243.0,5.0,,21.074871956965502,65602.6040022373,93.0,18.0,18459.25300000001,14223.174000000012,8660.524999999996,328.53599999999994,14.796,1262.718,465.80099999999993,21038.166999999998,1341.092,60.29900000000001,42.458000000000006,0.0
558,"('AS14.12', datetime.date(2014, 4, 4))",269.0,8.0,,24.405589328659943,73008.90800094603,101.0,21.0,19696.509000000016,15468.128000000012,9019.990999999996,328.53599999999994,14.796,1787.855,511.3009999999999,23370.064999999995,3030.2089999999994,60.29900000000001,42.458000000000006,0.0
559,"('AS14.12', datetime.date(2014, 4, 5))",300.0,8.0,,28.012748850984817,77875.62600183485,104.0,22.0,21311.266000000007,15680.568000000012,10471.867,368.14699999999993,18.805,1787.855,578.0919999999999,25457.323000000004,3244.292999999999,60.29900000000001,42.458000000000006,0.0
560,"('AS14.12', datetime.date(2014, 4, 6))",325.0,9.0,,30.105815718346385,80693.65500211714,104.0,22.0,21878.886000000024,15846.549000000012,11108.192,368.14699999999993,18.805,1787.855,617.4369999999998,26519.162000000004,3590.636999999999,60.29900000000001,42.458000000000006,0.0
561,"('AS14.12', datetime.date(2014, 4, 7))",357.0,10.0,,33.1215385829066,86692.11200237273,104.0,22.0,23477.331000000013,16500.99300000001,11886.183,417.5259999999999,127.143,1792.891,677.1729999999999,29242.188,3839.2219999999984,60.29900000000001,85.35600000000001,0.0
562,"('AS14.12', datetime.date(2014, 4, 8))",382.0,10.0,,35.94525790114239,94687.65300273894,106.0,22.0,26548.272999999997,17891.583,13338.951000000005,613.6469999999998,127.143,1891.773,721.7559999999999,32607.833,3956.565999999999,60.29900000000001,85.35600000000001,0.0
563,"('AS14.12', datetime.date(2014, 4, 9))",403.0,10.0,,39.91765939819942,105732.83900117873,106.0,22.0,57068.091,19660.427,15676.605000000003,651.7649999999999,306.956,2071.72,762.766,36578.612,4022.434999999999,60.29900000000001,102.752,0.0
564,"('AS14.12', datetime.date(2014, 4, 10))",435.0,11.0,,43.12935820055719,113515.35300087927,106.0,22.0,59182.62099999999,20207.978000000006,16114.826000000005,651.7649999999999,312.105,2071.72,818.8979999999999,41539.12099999996,4022.434999999999,60.29900000000001,102.752,0.0
565,"('AS14.12', datetime.date(2014, 4, 11))",468.0,,,44.84561460376137,118002.28699898718,108.0,22.0,68900.10799999998,20377.17300000001,16496.817000000006,651.7649999999999,312.105,2071.72,864.4509999999999,43717.86599999997,4254.916999999999,60.29900000000001,102.752,0.0
566,"('AS14.12', datetime.date(2014, 4, 12))",502.0,,,46.8623829468225,125698.72699928282,108.0,22.0,71745.33599999984,22201.407000000007,17170.357000000004,651.7649999999999,312.105,2082.779,937.357,46366.81699999995,4851.949999999999,60.29900000000001,114.82,0.0
567,"('AS14.12', datetime.date(2014, 4, 13))",530.0,,,49.15158274596395,134350.72300148007,111.0,22.0,73007.7169999998,23901.588000000007,18308.074,651.7649999999999,312.105,2127.997,1007.419,50457.80399999995,5008.045999999999,60.29900000000001,119.839,0.0
568,"('AS14.12', datetime.date(2014, 4, 14))",563.0,,,51.24976320458807,142185.04700088498,112.0,22.0,74629.90799999976,24988.407,19979.107,673.8459999999999,312.105,2127.997,1081.94,53685.28299999997,5008.045999999999,60.29900000000001,129.948,0.0
569,"('AS14.12', datetime.date(2014, 4, 15))",597.0,,,54.13097513582651,149339.90000033376,117.0,22.0,76954.34099999975,27150.761,20256.405,714.1679999999998,312.105,2301.563,1135.284,56864.92999999998,5008.045999999999,60.29900000000001,135.07600000000002,0.0
570,"('AS14.12', datetime.date(2014, 4, 16))",625.0,,,58.88535671832148,156400.8550031185,121.0,24.0,79859.23499999971,29331.21399999999,21246.456,714.1679999999998,312.105,2301.563,1198.2680000000005,58693.66899999999,5137.177999999999,60.29900000000001,135.07600000000002,0.0
571,"('AS14.12', datetime.date(2014, 4, 17))",659.0,,,62.03083598233969,164088.14700269696,123.0,24.0,80963.93299999968,31093.74399999999,21680.476,763.9359999999998,312.105,2426.654,1248.0780000000002,62553.59099999997,5399.240999999999,60.29900000000001,140.098,0.0
572,"('AS14.12', datetime.date(2014, 4, 18))",692.0,,,63.950334937910334,170053.04700207707,123.0,24.0,81764.8279999997,31409.497999999992,22449.097999999994,773.1999999999998,312.105,2426.654,1302.3760000000002,65757.26999999997,5875.398999999999,60.29900000000001,144.12400000000002,0.0
573,"('AS14.12', datetime.date(2014, 4, 19))",721.0,,,67.96230035423767,177332.0640032291,127.0,26.0,114710.1039999997,32831.59999999999,23311.112999999998,773.1999999999998,312.105,2426.654,1362.3590000000002,68219.88899999995,5968.424999999999,60.29900000000001,144.12400000000002,0.0
574,"('AS14.12', datetime.date(2014, 4, 20))",753.0,,,72.80818019512488,192404.1370029449,127.0,26.0,118601.6979999995,33576.17799999999,24634.54,773.1999999999998,862.519,2509.124,1413.6800000000003,72819.25599999994,6399.009999999999,60.29900000000001,151.26600000000002,0.0
575,"('AS14.12', datetime.date(2014, 4, 21))",777.0,,,74.42349109505005,196626.4560024738,128.0,26.0,119844.75299999956,34615.63899999999,24745.521,773.1999999999998,923.714,2509.124,1459.19,74699.54699999992,6482.261,60.29900000000001,154.30400000000003,0.0
576,"('AS14.12', datetime.date(2014, 4, 22))",803.0,,,78.3745406520069,214973.0140028,130.0,26.0,122362.47099999955,37792.41299999999,30514.430000000004,808.353,923.714,2509.124,1517.329,79908.36999999997,7849.585,60.29900000000001,158.46000000000004,0.0
577,"('AS14.12', datetime.date(2014, 4, 23))",832.0,,,81.12239394804067,220594.2790019512,136.0,26.0,123629.45599999953,38338.57399999998,31141.319000000007,808.353,923.714,2553.311,1557.255,83039.902,8106.086999999999,60.29900000000001,158.46000000000004,0.0
578,"('AS14.12', datetime.date(2014, 4, 24))",865.0,,,83.16774115134677,227528.88500022885,137.0,26.0,126749.45299999956,38597.76599999997,31887.208,917.682,923.714,2717.448999999999,1598.5990000000004,86748.91800000002,8765.942,60.29900000000001,158.46000000000004,0.0
579,"('AS14.12', datetime.date(2014, 4, 25))",893.0,,,86.40002999908927,232272.94700098035,140.0,27.0,128848.5859999996,39139.80299999996,31984.597,995.952,923.714,2717.448999999999,1644.8470000000004,88600.102,9548.115999999998,60.29900000000001,194.88300000000004,44.409
580,"('AS14.12', datetime.date(2014, 4, 26))",921.0,,,94.38188053711634,235698.76800036427,146.0,27.0,129828.16399999964,39433.03799999995,32321.739,995.952,923.714,2717.448999999999,1687.3120000000004,89613.678,10309.753,60.29900000000001,194.88300000000004,66.475
581,"('AS14.12', datetime.date(2014, 4, 27))",945.0,,,99.025388322673,240767.9419996738,147.0,27.0,130587.6199999996,39728.327999999936,32946.24399999999,995.952,923.714,2732.541999999999,1754.965,91288.69,11676.151999999996,60.29900000000001,194.88300000000004,153.147
582,"('AS14.12', datetime.date(2014, 4, 28))",978.0,,,101.07493282104602,244747.236000061,149.0,35.0,132543.1589999996,40468.68899999993,33324.30499999999,1059.1409999999998,923.714,2732.541999999999,1799.4040000000002,93012.423,11804.550999999998,60.29900000000001,194.88300000000004,153.147
583,"('AS14.12', datetime.date(2014, 4, 29))",1008.0,,,102.97567611604715,250832.72500014305,153.0,35.0,134656.23599999974,41331.86799999994,33684.244,1059.1409999999998,923.714,2903.9719999999998,1848.108,96710.16899999998,11804.550999999998,60.29900000000001,194.88300000000004,153.147
584,"('AS14.12', datetime.date(2014, 4, 30))",1033.0,,,105.90351273676733,256949.7799997329,155.0,35.0,136332.4999999998,42883.10199999996,34728.62699999999,1059.1409999999998,923.714,2940.191999999999,1884.651,98758.58299999998,12280.872,60.29900000000001,198.99300000000005,153.147
585,"('AS14.12', datetime.date(2014, 5, 1))",1064.0,,,108.1971936639791,267733.1920001506,155.0,37.0,137791.2459999997,45081.146999999975,35685.463999999985,1493.2200000000005,1105.325,3011.5989999999997,1945.091,102455.325,12565.825999999995,60.29900000000001,204.04100000000005,153.147
586,"('AS14.12', datetime.date(2014, 5, 2))",1075.0,,,111.21018315873576,284863.4279994964,156.0,37.0,140414.3589999995,47598.44799999999,38441.279,1742.355,1105.325,3048.960999999999,1990.104,107575.30699999996,12811.760999999997,60.29900000000001,208.10400000000004,153.147
587,"('AS14.12', datetime.date(2014, 5, 3))",1103.0,,,113.2535454987072,290309.18600106233,157.0,38.0,143231.79299999966,48560.011,38915.414,1794.506,1105.325,3119.309999999999,2037.7970000000005,109781.05699999996,12812.786999999997,60.29900000000001,230.778,153.147
588,"('AS14.12', datetime.date(2014, 5, 4))",1127.0,,,116.00391484349588,297813.33700251573,157.0,38.0,146387.37699999975,48916.168,40168.136,1794.506,1105.325,3119.309999999999,2081.9880000000003,114419.66699999994,12812.786999999997,60.29900000000001,230.778,153.147
589,"('AS14.12', datetime.date(2014, 5, 5))",1151.0,,,116.42045896114296,300094.9570031165,159.0,38.0,147732.125,49935.741,40303.829,1794.506,1105.325,3119.309999999999,2106.0820000000003,114937.24599999994,12812.786999999997,60.29900000000001,230.778,153.147
590,"('AS14.12', datetime.date(2014, 2, 20))",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,"('AS14.12', datetime.date(2014, 2, 21))",0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,"('AS14.12', datetime.date(2014, 2, 22))",0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,"('AS14.12', datetime.date(2014, 2, 23))",0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,"('AS14.12', datetime.date(2014, 2, 24))",0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,"('AS14.12', datetime.date(2014, 2, 26))",0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,"('AS14.12', datetime.date(2014, 2, 27))",0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,"('AS14.12', datetime.date(2014, 2, 28))",0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,"('AS14.12', datetime.date(2014, 3, 1))",0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,"('AS14.12', datetime.date(2014, 3, 2))",0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,"('AS14.12', datetime.date(2014, 3, 3))",0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,"('AS14.12', datetime.date(2014, 3, 4))",0.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,"('AS14.12', datetime.date(2014, 3, 7))",0.0,0.0,0.0,0.0,0.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,"('AS14.12', datetime.date(2014, 3, 8))",0.0,0.0,0.0,0.0,0.0,46.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,"('AS14.12', datetime.date(2014, 3, 10))",0.0,0.0,0.0,0.0,0.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,"('AS14.12', datetime.date(2014, 3, 12))",0.0,0.0,0.0,0.0,0.0,49.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,"('AS14.12', datetime.date(2014, 3, 14))",0.0,0.0,0.0,0.0,0.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,"('AS14.12', datetime.date(2014, 3, 16))",11.0,0.0,-1.0,0.0,0.0,60.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,"('AS14.12', datetime.date(2014, 3, 18))",11.0,0.0,-1.0,0.0,0.0,61.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,"('AS14.12', datetime.date(2014, 3, 19))",11.0,0.0,-1.0,0.0,0.0,62.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,"('AS14.12', datetime.date(2014, 3, 20))",11.0,0.0,-1.0,0.0,0.0,63.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,"('AS14.12', datetime.date(2014, 3, 21))",11.0,0.0,-1.0,0.0,0.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,"('AS14.12', datetime.date(2014, 3, 25))",11.0,0.0,-1.0,0.0,0.0,67.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,"('AS14.12', datetime.date(2014, 2, 19))",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,"('AS14.12', datetime.date(2014, 3, 5))",0.0,0.0,0.0,0.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,"('AS14.12', datetime.date(2014, 3, 9))",0.0,0.0,0.0,0.0,0.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,"('AS14.13', datetime.date(2014, 3, 13))",7.0,-2.0,1.0,0.0,1252.236999988556,56.0,14.0,64.527,513.395,73.508,0.0,0.0,0.0,467.2360000000001,174.092,0.0,0.0,0.0,0.0
617,"('AS14.13', datetime.date(2014, 3, 14))",46.0,-1.0,8.0,0.0,8544.433001756668,56.0,17.0,1863.8980000000004,5410.114999999997,173.612,0.0,0.0,0.0,1679.0990000000002,1113.09,2862.4150000000004,0.0,0.0,0.0
618,"('AS14.13', datetime.date(2014, 3, 15))",81.0,0.0,10.0,0.0,13179.074000358582,56.0,20.0,3906.956,8694.610999999999,844.662,0.0,0.0,0.0,2836.3740000000003,1678.168,2862.4150000000004,0.0,0.0,0.0
619,"('AS14.13', datetime.date(2014, 3, 16))",113.0,-5.0,11.0,0.0,18099.977999448776,56.0,20.0,4035.632,9344.044000000002,882.626,0.0,0.0,0.0,5202.577000000003,2249.366,2862.4150000000004,141.978,0.0,0.0
620,"('AS14.13', datetime.date(2014, 3, 17))",146.0,-5.0,15.0,0.0,21246.793998241425,56.0,20.0,5062.762000000001,10359.175,882.626,0.0,0.0,0.0,5904.050000000002,2675.876,3098.563000000001,141.978,12.518,0.0
621,"('AS14.13', datetime.date(2014, 3, 18))",181.0,-6.0,19.0,0.0,23995.50799679756,56.0,20.0,5619.211999999998,16241.415999999994,3346.954,0.0,0.0,0.0,6885.205000000003,3092.618,3098.563000000001,141.978,12.518,0.0
622,"('AS14.13', datetime.date(2014, 3, 19))",220.0,-7.0,25.0,0.0,39159.91199588777,56.0,20.0,6409.591999999996,25785.761999999995,4421.855,0.0,0.0,0.0,11088.804000000006,3387.13,3098.563000000001,141.978,12.518,0.0
623,"('AS14.13', datetime.date(2014, 3, 20))",252.0,-3.0,26.0,4.025243547302371,47775.316994905486,56.0,20.0,6871.959999999996,33441.97899999998,5092.609,0.0,0.0,0.0,11715.728000000006,3884.734,3098.563000000001,141.978,12.518,0.0
624,"('AS14.13', datetime.date(2014, 3, 21))",284.0,0.0,29.0,5.379622942367544,60231.54799294473,56.0,22.0,7016.085999999995,47538.36699999991,6316.928999999999,0.0,0.0,0.0,11825.59100000001,4047.522999999999,3145.5690000000004,141.978,12.518,0.0
625,"('AS14.13', datetime.date(2014, 3, 22))",326.0,7.0,37.0,6.601278437410135,73031.97399282457,56.0,22.0,7941.702999999994,56080.04299999992,8600.612,0.0,0.0,0.0,12181.442000000006,4702.349999999997,3145.5690000000004,141.978,12.518,0.0
626,"('AS14.13', datetime.date(2014, 3, 23))",363.0,15.0,42.0,8.627043213174911,79558.51699304582,56.0,24.0,8329.283999999994,61921.06999999988,9232.58,0.0,0.0,0.0,12498.376000000006,4951.4829999999965,3145.5690000000004,161.33700000000002,12.518,0.0
627,"('AS14.13', datetime.date(2014, 3, 24))",407.0,20.0,51.0,11.701173070245945,84247.43699359895,58.0,24.0,8670.405999999997,65062.16499999988,10176.874000000003,0.0,0.0,0.0,12596.296000000004,5137.525999999996,3145.5690000000004,161.33700000000002,12.518,0.0
628,"('AS14.13', datetime.date(2014, 3, 25))",445.0,26.0,60.0,12.883994894627868,89274.38499307634,58.0,24.0,8788.601999999997,69384.32599999984,10385.371000000006,0.0,0.0,0.0,13735.957000000006,5518.8889999999965,3696.559,161.33700000000002,38.014,0.0
629,"('AS14.13', datetime.date(2014, 3, 26))",487.0,21.0,65.0,16.83151151000675,98339.31299281122,59.0,25.0,9219.293999999994,76701.48199999989,11192.670000000006,0.0,0.0,0.0,14001.576000000005,5763.297999999997,3696.559,161.33700000000002,38.014,0.0
630,"('AS14.13', datetime.date(2014, 3, 27))",524.0,15.0,70.0,18.020546935299706,106904.31699180604,59.0,26.0,9237.018999999997,83967.74699999992,11926.434000000008,0.0,0.0,0.0,14526.561000000003,6116.113999999997,3986.176,161.33700000000002,38.014,0.0
631,"('AS14.13', datetime.date(2014, 3, 28))",562.0,10.0,76.0,23.05430303106769,119054.66899156572,59.0,26.0,10925.592999999992,89032.0979999999,13796.75700000001,0.0,0.0,33.368,14707.153000000002,9105.427999999993,4249.190999999999,161.33700000000002,38.014,0.0
632,"('AS14.13', datetime.date(2014, 3, 29))",598.0,1.0,81.0,26.01498605494037,124672.5849928856,59.0,26.0,11125.627999999988,94136.9819999998,14510.18400000001,0.0,0.0,33.368,14824.727,9755.51699999999,4249.190999999999,161.33700000000002,82.011,0.0
633,"('AS14.13', datetime.date(2014, 3, 30))",629.0,-2.0,85.0,27.563827340466432,134192.5489923954,59.0,26.0,11152.929999999988,101440.29699999992,14941.43000000001,0.0,0.0,33.368,16329.725000000002,9850.431999999992,4249.190999999999,161.33700000000002,82.011,0.0
634,"('AS14.13', datetime.date(2014, 3, 31))",664.0,-8.0,88.0,31.070550029542066,139648.56099033356,60.0,26.0,11696.090999999984,104155.72599999998,16080.169000000007,0.0,0.0,33.368,16404.275000000005,10577.232999999993,4249.190999999999,161.33700000000002,82.011,0.0
635,"('AS14.13', datetime.date(2014, 4, 1))",694.0,-14.0,92.0,36.33553018827222,147142.8569908142,63.0,29.0,14912.11199999999,108398.63200000009,16786.636000000002,0.0,0.0,33.368,16540.422000000002,14701.896999999992,4249.190999999999,174.85600000000002,82.011,0.0
