date,id,batch,mood,mood_count,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
11/04/2014,AS14.06,0,7.8,5,-0.2,1,0.20591671,6816.562,0,0,48.418,2938.318,6358.007,0,0,90.136,61.621,3226.069,100.72,0,0,0
12/04/2014,AS14.06,0,8.2,5,0.4,1,0.233912232,4206.082001,0,0,257.655,682.347,1565.492,0,371.671,0,90.893,1145.472,70.887,0,0,16.081
13/04/2014,AS14.06,0,6.5,4,-1.5,0.25,0.344741533,7659.935,2,0,236.0919282,4051.383,710.222,0,0,0,55.635,2150.362,404.989,0,0,0
14/04/2014,AS14.06,0,7.25,4,-0.25,0.75,0.178742938,4463.483999,2,0,1113.333,2002.915,571.143,0,0,29.434,38.558,701.473,0,0,0,0
15/04/2014,AS14.06,0,7,5,-0.4,0.6,0.200563607,6740.18,5,1,261.7859282,3870.255,1070.073,0,0,71.646,58.973,2801.255,18.202,0,0,12.056
16/04/2014,AS14.06,0,7.6,5,0,0.4,0.145065085,15929.544,1,0,442.5949282,6571.259,2434.444,0,0,18.5,65.859,3611.662,80.631,0,0,0
17/04/2014,AS14.06,0,6.8,5,0.2,0.6,0.151670692,12332.707,1,0,621.974,4482.571,3229.619,0,0,297.992,1444.059,2761.658,37.3,0,0,0
18/04/2014,AS14.06,0,6.25,4,-1,0.5,0.146215475,7052.253001,3,0,714.672,3474.757,1980.954,0,76.947,10.072,57.885,913.463,331.93,0,0,0
19/04/2014,AS14.06,0,6.8,5,0.2,0.6,0.098263889,5234.979001,4,0,596.872,3080.599,1188.453,0,0,0,61.891,188.92,116.222,0,0,0
20/04/2014,AS14.06,0,8.2,5,0.6,0.8,0.029657567,5498.428,0,0,105.115,1344.616,1232.219,0,0,0,52.714,2966.189,0,0,0,0
21/04/2014,AS14.06,0,7,5,0.2,0.6,0.078239373,7144.266,1,0,36.102,2974.157,2439.452,0,0,0,60.811,2282.25,143.069,0,0,0
22/04/2014,AS14.06,0,6.6,5,-0.4,0.6,0.144497799,15079.282,6,1,1639.879,7600.51,4082.612,0,0,43.966,72.462,1462.693,230.95,0,0,0
23/04/2014,AS14.06,0,7,5,0,0.8,0.133727355,9755.812,4,0,355.767,5508.012,2288.483,0,0,102.875,138.344,2548.81,191.863,0,0,26.582
24/04/2014,AS14.06,0,7.75,4,-0.25,0.75,0.235710513,7186.624999,5,3,1067.787,4002.342,1071.875,0,0,4.016,123.409,958.284,208.069,0,0,15.117
25/04/2014,AS14.06,0,6.4,5,-1,0.4,0.265,8179.015,3,0,808.688,3095.93,1781.675,0,0,59.679,48.46,3203.542,255.394,0,0,0
26/04/2014,AS14.06,0,7.5,4,0,1,0.206597222,6388.543001,10,1,694.78,2761.175,1091.925,0,0,136.354,65.948,712.429,924.031,0,0,0
27/04/2014,AS14.06,0,7.2,5,-0.6,1,0.059715839,1710.335001,0,0,0,529.021,354.392,0,0,0,52.556,708.348,166.64,0,0,0
28/04/2014,AS14.06,0,6.75,4,-0.25,0.5,0.172324435,6545.048001,0,0,50.263,4157.267,1114.321,0,0,31.483,29.229,1573.857,0,0,0,0
29/04/2014,AS14.06,0,7.25,4,0,1,0.175197116,8530.252001,2,0,183.4289282,4224.186,2081.564,0,0,0.044,40.293,4444.076,0,0,0,0
30/04/2014,AS14.06,0,6.8,5,-0.6,0.6,0.108884278,8637.355999,1,0,788.811,3771.92,2404.075,0,0,92.167,42.517,1605.029,63.787,0,0,0
01/05/2014,AS14.06,0,8,5,0,1,0.326726845,3277.344,2,0,290.615,1144.89,1676.511,0,0,11.035,43.191,1206.588,276.651,0,0,0
02/05/2014,AS14.06,0,7.2,5,-0.75,1,0.185263653,6839.912998,4,0,915.983,2552.237,387.638,0,0,0,37.36,2691.042,263.373,0,0,7.101
03/05/2014,AS14.06,0,6.25,4,-0.75,0,0.220258715,1446.624,0,0,4.009,995.107,234.769,0,0,123.711,75.887,494.587,0,0,0,0
04/05/2014,AS14.06,0,7.6,5,-0.8,0.75,0.167090557,3883.250999,0,0,366.025,1572.977,272.503,0,0,0,135.427,1430.776,4.015,93.997,0,0
05/05/2014,AS14.06,0,7,3,-0.666666667,0.666666667,0.082037037,5316.623,0,0,24.224,2457.729,742.934,0,0,0,31.449,2002.652,56.464,0,0,0
06/05/2014,AS14.06,0,6,0,0,0,0.127155307,8128.757999,1,0,250.912,4816.999,1168.506,0,0,108.783,0,3125.973,40.743,0,0,0
07/05/2014,AS14.06,0,6.75,4,-0.5,0.25,0.117385233,9289.809001,2,3,1376.355,4161.499,2098.901,0,0,187.294,624.226,2161.716,24.233,0,0,8.026
08/05/2014,AS14.06,0,7,1,-1,1,0,0,0,0,0,303.463,14.932,0,0,0,0,63.596,0,0,0,0
13/03/2014,AS14.08,0,6.6,5,0,0.6,0,825.9980004,0,11,169.212,287.188,0,0,0,0,208.855,200.951,0,0,13.062,0
14/03/2014,AS14.08,0,7.4,5,-0.2,1.2,0,3377.382001,0,11,592.733,382.769,0,0,0,0,42.258,861.507,1277.345,180.247,20.109,0
15/03/2014,AS14.08,0,6.4,5,-0.6,0.6,0,1200.812,0,3,68.456,382.204,77.59,0,0,17.086,71.725,581.688,0,0,0,0
16/03/2014,AS14.08,0,7,4,-1.25,1.25,0,2440.103,0,0,149.23,1753.462,0,0,0,0,56.275,469.405,0,0,11.119,0
17/03/2014,AS14.08,0,5.4,5,0,0.2,0.005555556,1418.689,0,0,56.584,1816.882946,0,0,0,0,68.395,701.315915,0,0,0,0
18/03/2014,AS14.08,0,6.4,5,-0.2,0.6,0.028491362,1318.17,0,0,5.92,716.896,142.79,0,0,0,47.137,403.437,0,0,0,0
19/03/2014,AS14.08,0,7,5,-0.2,1,0.063017163,1827.459999,1,0,49.837,1011.71,26.471,0,0,0,64.362,655.237,0,0,18.196,0
20/03/2014,AS14.08,0,6.4,5,-0.2,0.8,0.057523878,1096.549999,0,1,115.1039282,279.44,0,0,0,0,48.01,669.326,0,0,0,0
21/03/2014,AS14.08,0,6.6,5,-0.4,0.6,0.008942302,2857.925,0,4,215.864,2477.42,0,0,0,0,52.181,1085.183,0,0,48.316,0
22/03/2014,AS14.08,0,6.4,5,-0.4,0.8,0.022231454,866.5940003,0,0,10.557,292.680946,0,0,0,0,43.157,452.757,89.938,0,16.075,0
23/03/2014,AS14.08,0,7.2,5,-0.2,0.8,0.042184825,1374.581,2,0,86.199,372.317,0,0,0,0,4065.138,1612.935,323.241,0,82.451,0
24/03/2014,AS14.08,0,6.8,5,-0.8,1,0.046307913,1967.993,0,0,14.427,194.055,0,0,0,0,52.023,1700.212,0,0,11.063,0
25/03/2014,AS14.08,0,7.2,5,-0.6,1,0.016897662,726.283,0,1,73.604,1469.956,89.12,0,0,0,46.936,441.331,0,0,0,0
26/03/2014,AS14.08,0,6.5,4,-0.25,0.5,0.089501393,1818.451001,0,5,330.846,895.011,112.399,0,0,161.499,45.978,413.674,0,0,11.029,0
27/03/2014,AS14.08,0,6.333333333,6,0,0.5,0.087011501,2483.282,0,6,128.185,1976.788,0,0,0,0,56.987,2145.012,0,358.674,24.05,0
28/03/2014,AS14.08,0,6.25,4,-0.25,0.5,0.016559762,1936.658,1,12,834.408,959.256,0,0,0,0,52.028,706.401,0,167.534,0,0
29/03/2014,AS14.08,0,7.166666667,6,-0.166666667,1,0.024944121,1191.829001,0,2,46.795,536.168,64.889,0,0,0,61.195,445.501,0,0,0,0
30/03/2014,AS14.08,0,6.8,5,0,0.6,0.078447078,779.8929989,0,0,9.926,218.915,0,0,0,0,43.082,506.555,0,0,0,0
31/03/2014,AS14.08,0,7.6,5,0,1.2,0.078934652,1670.541,0,0,3.048,1230.323,20.184,0,0,0,50.666,457.422,0,0,14.035,0
01/04/2014,AS14.08,0,7.2,5,-1,1,0.062353855,2074.419001,0,0,28.205,1623.59,92.105,0,0,0,59.789,974.317,0,0,3.005,0
02/04/2014,AS14.08,0,6.6,5,-0.4,0.8,0.008289547,696.8100007,0,0,33.864,1809.842,19.154,0,0,0,51.734,208.186,0,0,20.146,0
03/04/2014,AS14.08,0,7,3,0,1.333333333,0.078767886,2837.617999,0,0,36.467,2364.911,0,0,0,0,107.158,758.856,0,0,50.577,0
04/04/2014,AS14.08,0,7.5,4,0.25,1.25,0.031123973,1265.508001,2,0,168.297,863.472,0,0,0,0,34.475,1643.455,0,0,9.065,0
05/04/2014,AS14.08,0,7.4,5,0.2,1.2,0.128414141,1735.448,0,0,8.64,951.811,76.908,0,0,0,46.662,633.521,0,0,17.057,0
06/04/2014,AS14.08,0,7.6,5,0,1.25,0.007280235,1296.008,0,0,69.105,331.962,11.032,0,0,0,34.396,532.817,0,0,11.055,0
07/04/2014,AS14.08,0,7,5,0,1,0.102473134,2392.51882,1,6,365.502,2379.268,368.396,0,0,0,69.48,1248.486,0,7.028,0,0
08/04/2014,AS14.08,0,6.5,4,-0.25,0.5,0.058148292,2564.487001,0,0,67.864,1572.274,93.167,0,0,0,56.654,1078.93,0,0,31.197,0
09/04/2014,AS14.08,0,6.25,4,0.25,0.5,0.040366266,2404.4,0,0,112.664,1770.142,0,0,0,0,3613.761,1990.761,0,0,6.016,0
10/04/2014,AS14.08,0,7.6,5,1.2,1.4,0.206573263,4360.755,0,0,90.306,3161.743,230.726,0,0,0,82.531,877.273,0,0,47.583,0
11/04/2014,AS14.08,0,7.6,5,0.6,1,0.074135549,1581.921001,1,0,51.944,452.748,32.147,0,0,0,48.116,990.321,0,0,3.01,0
12/04/2014,AS14.08,0,7,5,0,0.8,0.025027439,767.0680001,0,0,0,1912.357,0,0,0,0,108.724,519.463,0,0,0,0
13/04/2014,AS14.08,0,7.6,5,0,1.2,0.004827096,2078.96,0,0,8.147,658.403,221.563,0,0,0,119.435,2874.22,0,0,5.043,0
14/04/2014,AS14.08,0,6.6,5,0.2,0.6,0.064903087,3426.076001,0,0,89.016,1931.73,81.273,0,0,45.241,122.035,1121.678,0,0,31.393,0
15/04/2014,AS14.08,0,6.4,5,-0.8,0.6,0.034090909,3149.477999,0,0,313.846,2067.439,36.189,0,0,0,54.181,711.717,0,0,0,0
16/04/2014,AS14.08,0,6.6,5,-0.6,0.8,0.068597356,1724.263,0,0,122.282,853.409,22.458,0,0,48.299,45.329,595.55,0,0,33.39,0
17/04/2014,AS14.08,0,6.2,5,-1,0.8,0.097181567,3259.406999,0,0,111.431,1016.883,144.717,0,0,0,188.899,676.225,1114.867,0,3.038,0
18/04/2014,AS14.08,0,6,5,-0.4,0.6,0.049041986,936.6079996,0,0,8.937,178.033,0,0,0,0,67.792,678.915,0,0,0,0
19/04/2014,AS14.08,0,7.8,5,1.4,1.2,0.039002894,2355.328999,0,0,324.362,840.206,88.565,0,0,0,46.933,1092.221,0,22.302,7.023,0
20/04/2014,AS14.08,0,6.4,5,-1.2,0.8,0.004899345,1317.587,0,0,63.30492821,85.042,173.542,0,0,0,36.373,5884.73,0,17.156,15.074,0
21/04/2014,AS14.08,0,6.4,5,-1,0.6,0.02929496,2076.094,0,0,90.122,600.21,437.264,0,0,5.032,31.308,905.644,0,0,6.026,0
22/04/2014,AS14.08,0,6,5,-0.6,0.4,0.077399943,1819.225,0,0,109.492,795.312,21.094,0,0,0,46.998,843.253,0,0,0,0
23/04/2014,AS14.08,0,5.6,5,0,0.4,0.124976027,1554.525,0,0,153.904,1044.884,0,0,0,0,51.104,435.924,0,0,0,0
24/04/2014,AS14.08,0,6.666666667,3,0.333333333,1,0.128005912,1965.227999,0,0,26.486,1270.667,82.896,0,0,0,547.374,554.572,0,0,0,0
25/04/2014,AS14.08,0,6.333333333,6,0,0.8,0.028321013,2004.857001,0,0,92.297,1004.747946,0,0,0,163.344,51.705,812.872,0,0,0,0
26/04/2014,AS14.08,0,6,4,-0.5,0.25,0.047178819,702.6440005,0,0,276.46,156.572,0,0,0,0,29.159,237.624,0,0,0,0
27/04/2014,AS14.08,0,6,6,-0.833333333,0.666666667,0.005429837,2228.388,0,3,100.223,704.723,835.74,0,0,0,34.178,700.691,0,0,0,0
28/04/2014,AS14.08,0,5.8,5,-0.8,0.6,0.022252415,864.7580004,0,0,127.955,122.743,109.162,0,0,0,45.431,461.776,0,0,0,0
29/04/2014,AS14.08,0,5.75,4,-0.25,0.25,0.030996148,2025.438,0,0,21.515,1157.159,111.408,0,0,0,39.375,694.206,0,0,0,0
30/04/2014,AS14.08,0,6.666666667,6,-0.5,1,0.03482504,3999.000999,0,0,38.781,3192.407,202.554,0,0,0,38.314,523.099,0,0,0,0
01/05/2014,AS14.08,0,7,5,0.4,0.8,0.037314099,3328.600822,0,0,96.708,945.708946,3751.748,0,0,0,57.046,442.897,0,0,202.552,0
02/05/2014,AS14.08,0,7.2,5,-0.4,1,0.181738008,703.1720004,0,0,29.822,157.961,29.418,0,0,0,45.74,436.494,0,0,3.172,0
03/05/2014,AS14.08,0,7.4,5,0.4,1,0.22181373,883.2579999,0,0,86.962,1322.47,0,0,0,0,36.627,437.165,0,6.071,44.214,0
04/05/2014,AS14.08,0,6.8,5,-0.2,1,0.043277613,1968.681,1,0,162.032,780.008,0,0,0,0,34.334,681.411,0,311.757,0,0
05/05/2014,AS14.08,0,6.666666667,3,-1,1,0.002604167,263.8149998,0,0,0,36.584,0,0,0,0,22.215,204.482,0,0,0,0
27/03/2014,AS14.12,0,7,4,-0.5,1,0.148290537,6065.711,2,0,735.716,930.649,207.387,0,0,0,71.905,4393.594,0,0,5.052,0
28/03/2014,AS14.12,0,6.75,4,0,0.75,0.112188697,8260.613821,9,0,2290.831856,2540.571,3861.542,0,0,0,77.908,3569.373,0,0,14.169,0
29/03/2014,AS14.12,0,6.75,4,1,1,0.126075069,4125.76482,5,0,1257.074856,1318.068,1001.059,0,0,0,51.707,1167.004,101.118,60.299,8.12,0
30/03/2014,AS14.12,0,5.8,5,-0.2,0.25,0.050002669,3085.156001,1,0,805.483,790.708,473.693,0,0,0,53.669,914.519,0,0,15.117,0
31/03/2014,AS14.12,0,6.4,5,0.4,0.4,0.07254649,3845.627,1,0,954.035,633.707,411.651,11.04,11.03,17.189,47.557,939.671,772.399,0,0,0
01/04/2014,AS14.12,0,6.4,5,0.4,0.75,0.140792155,8892.608999,2,0,1334.388,2928.829,751.292,55.378,3.766,0,44.646,3253.437,68.079,0,0,0
02/04/2014,AS14.12,0,6,5,-0.4,0.333333333,0.147060227,7102.923821,3,0,842.88,2319.867,759.095,128.498,0,397.502,77.779,2587.372,25.71,0,0,0
03/04/2014,AS14.12,0,5.4,5,0.4,0,0.15734127,10063.442,3,0,2386.118,2760.775,1194.806,133.62,0,848.027,40.63,4213.197,373.786,0,0,0
04/04/2014,AS14.12,0,6.5,4,0.75,0.666666667,0.13877989,7406.303999,8,3,1238.833,1244.954,359.466,0,0,525.137,45.5,2331.898,1689.117,0,0,0
05/04/2014,AS14.12,0,6.2,5,0,0.4,0.150298313,4866.718001,3,1,1613.18,212.44,1451.876,39.611,4.009,0,66.791,2087.258,214.084,0,0,0
06/04/2014,AS14.12,0,6.25,4,0.25,0.75,0.087211119,2818.029,0,0,567.62,165.981,636.325,0,0,0,39.345,1061.839,346.344,0,0,0
07/04/2014,AS14.12,0,6.4,5,0.2,1,0.125655119,5998.457,0,0,1598.445,654.444,777.991,49.379,108.338,5.036,59.736,2723.026,248.585,0,42.898,0
08/04/2014,AS14.12,0,6.25,4,0,0.25,0.117654972,7995.541,2,0,1981.164928,1390.59,1452.768,196.121,0,98.882,44.583,3365.645,117.344,0,0,0
09/04/2014,AS14.12,0,5.25,4,0,-0.5,0.165516729,11045.186,0,0,3371.633928,1768.844,2337.654,38.118,179.813,179.947,41.01,3970.779,65.869,0,17.396,0
10/04/2014,AS14.12,0,6.4,5,0.2,0.6,0.133820783,7782.514,0,0,2114.53,547.551,438.221,0,5.149,0,56.132,4960.509,0,0,0,0
11/04/2014,AS14.12,0,6.6,5,-0.5,1,0.071510683,4888.174998,2,0,1545.048856,169.195,381.991,0,0,0,45.553,2574.388,232.482,0,0,0
12/04/2014,AS14.12,0,6.8,5,0,0.8,0.084032014,7295.199,0,0,2864.401,1886.542,673.54,0,0,11.059,72.906,2253.308,597.033,0,12.068,0
13/04/2014,AS14.12,0,5.6,5,0.6,0,0.095383325,8651.996002,3,0,1239.178,1637.873,1137.717,0,0,45.218,70.062,4090.987,156.096,0,5.019,0
14/04/2014,AS14.12,0,6.6,5,-0.4,0.8,0.087424186,7834.323999,1,0,1622.191,1086.819,1671.033,22.081,0,0,74.521,3227.479,0,0,10.109,0
15/04/2014,AS14.12,0,6.8,5,0.2,1,0.120050497,7183.024999,6,0,2352.609,2162.354,277.298,40.322,0,173.566,53.344,3179.647,0,0,5.128,0
16/04/2014,AS14.12,0,7,4,0,1,0.198099233,7032.783003,3,2,1712.045928,2180.453,990.051,0,0,0,62.984,1828.739,129.132,0,0,0
17/04/2014,AS14.12,0,6.8,5,-0.6,0.8,0.131061636,7747.719,2,0,1108.736,1762.53,434.02,49.768,0,125.091,49.81,3914.188,262.063,0,5.022,0
18/04/2014,AS14.12,0,6.6,5,-0.6,0.8,0.079979123,5904.472999,0,0,796.857,315.754,768.622,9.264,0,0,54.298,3149.413,476.158,0,4.026,0
19/04/2014,AS14.12,0,5.8,5,0.4,0.4,0.167165226,7279.017001,4,2,4793.472928,1422.102,862.015,0,0,0,59.983,2462.619,93.026,0,0,0
20/04/2014,AS14.12,0,6.4,5,0.4,1,0.220267265,9716.676821,0,0,2763.978928,744.578,1323.427,0,550.414,82.47,51.321,4599.367,430.585,0,7.142,0
21/04/2014,AS14.12,0,6,4,-0.25,0.75,0.070230909,4222.319,1,0,1243.055,1039.461,110.981,0,61.195,0,45.51,1880.291,83.251,0,3.038,0
22/04/2014,AS14.12,0,6.5,4,0.25,1,0.164627065,18346.558,2,0,2517.718,3176.774,5768.909,35.153,0,0,58.139,5208.823,1367.324,0,4.156,0
23/04/2014,AS14.12,0,5.8,5,0,0.8,0.114493887,5621.264999,6,0,1266.985,546.161,626.889,0,0,44.187,39.926,3131.532,256.502,0,0,0
24/04/2014,AS14.12,0,6.6,5,-0.6,0.6,0.0852228,6934.605998,1,0,1988.803928,289.282,745.889,109.329,0,164.138,41.344,3729.074,659.855,0,0,0
25/04/2014,AS14.12,0,5.6,5,0.2,0.2,0.134678702,4744.062001,3,1,2088.08,511.947,97.389,78.27,0,0,46.248,1831.126,782.174,0,36.423,44.409
26/04/2014,AS14.12,0,7,4,0.25,1,0.332577106,3425.820999,6,0,979.578,293.235,337.142,0,0,0,42.465,1013.576,761.637,0,0,22.066
27/04/2014,AS14.12,0,6,4,0,0.75,0.193479491,5069.173999,1,0,759.456,295.29,624.505,0,0,15.093,67.653,1675.012,1366.399,0,0,86.672
28/04/2014,AS14.12,0,6.6,5,-0.6,1,0.085397687,3979.294,2,8,1955.539,740.361,378.061,63.189,0,0,44.439,1723.733,128.399,0,0,0
29/04/2014,AS14.12,0,6,5,-0.4,1,0.079197637,6085.489,4,0,2113.077,863.179,359.939,0,0,171.43,48.704,3697.746,0,0,0,0
30/04/2014,AS14.12,0,6.25,4,-0.25,0.666666667,0.121993193,6141.153,2,0,1681.248,1570.289,1044.383,0,0,36.22,36.543,2048.414,476.321,0,4.11,0
01/05/2014,AS14.12,0,6.2,5,-0.2,0.5,0.095570039,8634.609821,0,2,1453.762,2178.99,956.837,434.079,181.611,71.407,60.44,3774.002,284.954,0,5.048,0
02/05/2014,AS14.12,0,5.5,2,0,0.5,0.130999543,12455.32082,1,0,2623.113,2517.301,2755.815,249.135,0,37.362,45.013,5042.722,245.935,0,4.063,0
03/05/2014,AS14.12,0,5.6,5,-0.4,0.2,0.085140097,5445.758002,1,1,2817.434,961.563,474.135,52.151,0,70.349,47.693,2205.75,1.026,0,22.674,0
04/05/2014,AS14.12,0,4.8,5,-0.8,-0.2,0.114598723,7504.151001,0,0,1219.165928,356.157,1252.722,0,0,0,44.191,4638.61,0,0,0,0
05/05/2014,AS14.12,0,6,4,0,0.333333333,0.032041855,2281.620001,2,0,1344.748,1019.573,135.693,0,0,0,24.094,517.579,0,0,0,0
14/03/2014,AS14.13,0,7.8,5,0.2,1.4,0,7292.196002,0,3,1799.371,2587.171946,100.104,0,0,0,1211.863,938.998,2862.415,0,0,0
15/03/2014,AS14.13,0,7,5,0.2,0.4,0,4634.640999,0,3,486.4939282,3284.496,671.05,0,0,0,1157.275,565.078,0,0,0,0
16/03/2014,AS14.13,0,6.4,5,-1,0.2,0,4920.903999,0,0,128.676,649.433,37.964,0,0,0,2366.203,571.198,0,141.978,0,0
17/03/2014,AS14.13,0,6.6,5,0,0.8,0,3146.815999,0,0,1027.13,1015.131,0,0,0,0,701.473,426.51,236.148,0,12.518,0
18/03/2014,AS14.13,0,7,5,-0.2,0.8,0,2748.713999,0,0,556.45,1061.183946,2464.328,0,0,0,981.155,416.742,0,0,0,0
19/03/2014,AS14.13,0,7.8,5,-0.2,1.2,0,12473.94182,0,0,790.38,9544.346,1074.901,0,0,0,4203.599,294.512,0,0,0,0
20/03/2014,AS14.13,0,6.4,5,0.8,0.2,0.287517396,8615.404999,0,0,462.368,7656.217,670.754,0,0,0,626.924,497.604,0,0,0,0
21/03/2014,AS14.13,0,6.4,5,0.6,0.6,0.084648712,12928.5,0,2,144.126,10776.91195,1224.32,0,0,0,109.863,162.789,47.006,0,0,0
22/03/2014,AS14.13,0,8.4,5,1.4,1.6,0.0939735,12328.157,0,0,925.617,8514.374,2283.683,0,0,0,355.851,654.827,0,0,0,0
23/03/2014,AS14.13,0,7.4,5,1.6,1,0.119162634,6527.276,0,2,387.581,5841.738,631.968,0,0,0,316.934,249.133,0,19.359,0,0
24/03/2014,AS14.13,0,8.8,5,1,1.8,0.307412986,4688.187001,2,0,341.122,3140.384,944.294,0,0,0,97.92,186.043,0,0,0,0
25/03/2014,AS14.13,0,7.6,5,1.2,1.8,0.098568485,5026.947999,0,0,118.196,4322.161,208.497,0,0,0,1139.661,381.363,550.99,0,25.496,0
26/03/2014,AS14.13,0,8.4,5,-1,1,0.303655124,9064.928,1,1,430.692,7317.156,807.299,0,0,0,265.619,244.409,0,0,0,0
27/03/2014,AS14.13,0,7.4,5,-1.2,1,0.10809413,8565.003999,0,1,17.725,7266.265,733.764,0,0,0,524.985,352.816,289.617,0,0,0
28/03/2014,AS14.13,0,7.6,5,-1,1.2,0.33558374,12150.352,0,0,1688.574,5064.351,1870.323,0,0,33.368,180.592,2989.314,263.015,0,0,0
29/03/2014,AS14.13,0,7.2,5,-1.8,1,0.370085378,5617.916001,0,0,200.035,5104.884,713.427,0,0,0,117.574,650.089,0,0,43.997,0
30/03/2014,AS14.13,0,6.2,5,-0.6,0.8,0.11063152,9519.964,0,0,27.302,7303.315,431.246,0,0,0,1504.998,94.915,0,0,0,0
31/03/2014,AS14.13,0,7,5,-1.2,0.6,0.292226891,5456.011998,1,0,543.161,2715.429,1138.739,0,0,0,74.55,726.801,0,0,0,0
01/04/2014,AS14.13,0,7.5,4,-1.5,1,0.438748347,7494.296,3,3,2068.044928,4242.906,706.467,0,0,0,136.147,4124.664,0,13.519,0,0
02/04/2014,AS14.13,0,7.4,5,-1.2,1,0.371207945,9194.638997,0,0,390.476,10929.45395,579.51,0,0,0,100.02,830.586,0,0,0,0
03/04/2014,AS14.13,0,7.6,5,-0.8,1.4,0.303966145,11380.302,3,7,1548.3,10501.58795,368.455,0,0,0,132.127,35.561,0,0,0,0
04/04/2014,AS14.13,0,7.8,5,-0.6,1,0.196742259,8050.796003,0,3,918.598,7126.405,680.983,0,0,0,201.698,398.068,0,0,0,0
05/04/2014,AS14.13,0,6.8,5,0.2,0.8,0.156461272,12458.327,0,0,91.818,11836.062,549.493,0,0,0,237.982,82.548,0,0,0,0
06/04/2014,AS14.13,0,6.25,4,0.25,0.75,0.320321023,8325.587999,0,0,1421.958,6148.126,346.799,0,0,0,115.575,526.263,283.402,211.247,0,0
07/04/2014,AS14.13,0,7.4,5,-0.4,1,0.308004657,10618.182,1,1,254.955,8376.589946,206.152,0,0,0,1502.867,916.995,0,0,0,0
08/04/2014,AS14.13,0,8.2,5,0.8,1.4,0.124335515,10384.884,2,0,1052.325,7986.181,985.211,0,0,0,129.537,158.302,0,0,24.576,0
09/04/2014,AS14.13,0,7.8,5,-0.2,1.2,0.190265148,14230.148,4,0,1151.705,11542.971,238.654,0,0,0,874.868,209.894,0,0,316.434,0
10/04/2014,AS14.13,0,7.6,5,0.6,1,0.309211405,8855.479999,1,0,285.247,8405.13,0,0,0,15.069,212.21,102.73,0,0,0,0
11/04/2014,AS14.13,0,6.8,5,0.6,1.2,0.468707763,3541.379999,1,0,864.074,2146.671,0,0,0,0,230.848,375.111,0,0,0,0
12/04/2014,AS14.13,0,6.8,5,0.6,1,0.095499195,7624.418001,4,6,393.128,5616.257,124.435,0,0,232.757,91.126,342.215,0,0,0,0
13/04/2014,AS14.13,0,6.6,5,0.2,0.8,0.151340679,8206.342999,0,2,146.259,7647.544,0,0,0,0,256.995,156.511,0,0,0,0
14/04/2014,AS14.13,0,6.8,5,-0.6,1,0.261018543,4942.536,0,0,376.565,4689.806,0,0,0,0,200.27,214.171,0,56.776,0,0
15/04/2014,AS14.13,0,6,5,-0.8,0.2,0.369934555,8591.417001,2,1,2472.136,6524.437,0,0,0,0,587.126,178.809,0,0,0,0
16/04/2014,AS14.13,0,6,4,-0.25,0.75,0.338282828,6136.718998,2,0,568.467,5001.134,0,0,0,91.275,332.408,278.166,0,0,0,0
17/04/2014,AS14.13,0,6.4,5,-1.2,1,0.041411053,11643.332,2,1,287.691,9404.267,73.766,0,0,66.806,1440.858,320.403,0,0,0,0
18/04/2014,AS14.13,0,3.5,2,-1,-1,0.118181818,1017.902,0,0,50.071,692.774,0,0,0,0,41.769,66.562,0,0,0,0
19/04/2014,AS14.13,0,7.2,5,-0.6,1,0.240850592,9011.547001,1,0,1480.781,6410.086,380.846,0,0,119.26,537.467,192.804,15.463,0,0,0
20/04/2014,AS14.13,0,6.6,5,-1.6,0.6,0.262184874,2915.605001,0,0,17.699,5446.16,11.45,0,0,15.035,107.948,175.827,0,0,0,0
21/04/2014,AS14.13,0,7.4,5,-1.4,1,0.157101768,8313.031821,0,0,261.909,8703.749,0,0,0,0,2403.464,139.592,43.746,0,0,0
22/04/2014,AS14.13,0,5.75,4,-1.25,0.75,0.271035265,7339.745001,0,1,1539.318,5355.558,0,0,0,0,272.85,495.325,0,0,0,0
23/04/2014,AS14.13,0,7.4,5,-0.8,1,0.438573349,3922.773,3,2,521.996,2699.926,0,0,0,0,97.396,612.538,70.989,0,0,0
24/04/2014,AS14.13,0,7.666666667,3,1,1,0.437810107,4206.890823,2,0,579.919,2797.652,0,0,0,0,303.988,493.54,0,0,0,0
25/04/2014,AS14.13,0,7.75,4,-0.25,1.25,0.440568844,5650.640999,0,0,908.493,2634.043,0,0,0,0,205.896,1675.867,0,298.577,0,0
26/04/2014,AS14.13,0,8.8,5,-1.8,1.6,0.169494767,7379.346999,0,0,134.419,5632.783,0,0,0,0,291.581,416.906,226.175,0,0,0
27/04/2014,AS14.13,0,8,4,-0.5,1.5,0.264934673,13700.425,0,0,771.598,10223.057,0,0,0,16.433,1365.913,820.334,275.659,0,69.928,0
28/04/2014,AS14.13,0,8.166666667,6,-1.666666667,1,0.29876844,7873.468,0,0,485.041,6129.391,0,0,0,16.323,472.553,545.32,165.715,0,0,0
29/04/2014,AS14.13,0,8.5,4,-1.25,1.25,0.325002877,8018.175,0,0,401.316,6750.844,0,0,0,15.158,197.333,185.668,496.216,0,0,0
